num_asiento,fecha_cpu,num_documento,fecha_contable,fecha_documento,tipo_documento,num_referencia,texto_cabecera,nombre_cuenta,linea_item,indicador_dh,cuenta_mayor,area_negocio,clave_posicion,numero_cuenta,indicador_valor,importe_me,codigo_moneda,importe_debito,importe_credito,importe_neto
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,111,S,640000,,40,,,7440.6,EUR,7440.6,0.0,7440.6
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,112,S,640000,,40,,,3000.0,EUR,3000.0,0.0,3000.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,113,S,640000,,40,,,3905.03,EUR,3905.03,0.0,3905.03
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,114,S,640000,,40,,,5097.45,EUR,5097.45,0.0,5097.45
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,115,S,640000,,40,,,4527.32,EUR,4527.32,0.0,4527.32
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,116,S,640000,,40,,,9625.92,EUR,9625.92,0.0,9625.92
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,117,S,640000,,40,,,3785.71,EUR,3785.71,0.0,3785.71
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,118,S,640000,,40,,,3652.68,EUR,3652.68,0.0,3652.68
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,119,S,640000,,40,,,6177.63,EUR,6177.63,0.0,6177.63
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,120,S,640000,,40,,,4182.14,EUR,4182.14,0.0,4182.14
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,121,S,640000,,40,,,2923.96,EUR,2923.96,0.0,2923.96
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,122,S,640000,,40,,,2810.5,EUR,2810.5,0.0,2810.5
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,123,S,640000,,40,,,5850.0,EUR,5850.0,0.0,5850.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,124,S,640000,,40,,,3533.69,EUR,3533.69,0.0,3533.69
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,125,S,640000,,40,,,3928.57,EUR,3928.57,0.0,3928.57
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,126,S,640000,,40,,,35529.17,EUR,35529.17,0.0,35529.17
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,127,S,640000,,40,,,20563.97,EUR,20563.97,0.0,20563.97
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,128,S,640000,,40,,,200165.13,EUR,200165.13,0.0,200165.13
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,129,S,640000,,40,,,260165.46,EUR,260165.46,0.0,260165.46
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,130,S,640000,,40,,,29242.07,EUR,29242.07,0.0,29242.07
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,131,S,640000,,40,,,69730.41,EUR,69730.41,0.0,69730.41
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,132,S,640000,,40,,,118670.68,EUR,118670.68,0.0,118670.68
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,133,S,640000,,40,,,12637.15,EUR,12637.15,0.0,12637.15
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,134,S,640000,,40,,,19859.06,EUR,19859.06,0.0,19859.06
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,135,S,640000,,40,,,9604.43,EUR,9604.43,0.0,9604.43
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,136,S,640000,,40,,,15721.38,EUR,15721.38,0.0,15721.38
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,137,S,640000,,40,,,305910.21,EUR,305910.21,0.0,305910.21
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,138,S,640000,,40,,,3212.26,EUR,3212.26,0.0,3212.26
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,139,S,640000,,40,,,11576.25,EUR,11576.25,0.0,11576.25
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,140,S,640000,,40,,,13101.07,EUR,13101.07,0.0,13101.07
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,141,S,640000,,40,,,5656.44,EUR,5656.44,0.0,5656.44
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,142,S,640000,,40,,,3571.43,EUR,3571.43,0.0,3571.43
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,143,S,640000,,40,,,39454.99,EUR,39454.99,0.0,39454.99
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,144,S,640000,,40,,,2172.7,EUR,2172.7,0.0,2172.7
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,145,S,640000,,40,,,3278.97,EUR,3278.97,0.0,3278.97
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,146,S,640000,,40,,,4988.09,EUR,4988.09,0.0,4988.09
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,CPUdte,,,Reference No.,,,,,0.0,EUR,0.0,0.0,0.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Account Name..............,LIt,A,G/L,BA,PK,,VA,0.0,Curr,0.0,0.0,0.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,147,S,640000,,40,,,2357.14,EUR,2357.14,0.0,2357.14
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,148,S,640000,,40,,,9694.5,EUR,9694.5,0.0,9694.5
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,149,S,640000,,40,,,5657.56,EUR,5657.56,0.0,5657.56
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,150,S,640000,,40,,,1598.3,EUR,1598.3,0.0,1598.3
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,151,S,640000,,40,,,6264.16,EUR,6264.16,0.0,6264.16
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,152,S,640000,,40,,,1673.02,EUR,1673.02,0.0,1673.02
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Servicios Profesiona,153,S,623001,,40,,,8352.0,EUR,8352.0,0.0,8352.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Servicios Profesiona,154,S,623001,,40,,,2448.0,EUR,2448.0,0.0,2448.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Traspaso de Coches,155,S,640005,,40,,,398.92,EUR,398.92,0.0,398.92
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Traspaso de Coches,156,S,640005,,40,,,345.23,EUR,345.23,0.0,345.23
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,157,S,640003,,40,,,945.68,EUR,945.68,0.0,945.68
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,158,S,640003,,40,,,336.17,EUR,336.17,0.0,336.17
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,159,S,640003,,40,,,1264.54,EUR,1264.54,0.0,1264.54
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,160,S,640003,,40,,,500.0,EUR,500.0,0.0,500.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,161,S,640003,,40,,,666.67,EUR,666.67,0.0,666.67
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,162,S,640003,,40,,,892.5,EUR,892.5,0.0,892.5
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,163,S,640003,,40,,,757.72,EUR,757.72,0.0,757.72
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,164,S,640003,,40,,,1604.32,EUR,1604.32,0.0,1604.32
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,165,S,640003,,40,,,630.95,EUR,630.95,0.0,630.95
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,166,S,640003,,40,,,604.17,EUR,604.17,0.0,604.17
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,167,S,640003,,40,,,993.77,EUR,993.77,0.0,993.77
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,168,S,640003,,40,,,697.02,EUR,697.02,0.0,697.02
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,169,S,640003,,40,,,500.0,EUR,500.0,0.0,500.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,170,S,640003,,40,,,476.19,EUR,476.19,0.0,476.19
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,171,S,640003,,40,,,875.0,EUR,875.0,0.0,875.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,172,S,640003,,40,,,595.24,EUR,595.24,0.0,595.24
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,173,S,640003,,40,,,654.76,EUR,654.76,0.0,654.76
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,174,S,640003,,40,,,6002.06,EUR,6002.06,0.0,6002.06
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,175,S,640003,,40,,,3496.03,EUR,3496.03,0.0,3496.03
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,176,S,640003,,40,,,33140.38,EUR,33140.38,0.0,33140.38
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,177,S,640003,,40,,,43565.51,EUR,43565.51,0.0,43565.51
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,178,S,640003,,40,,,4723.43,EUR,4723.43,0.0,4723.43
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,179,S,640003,,40,,,11776.17,EUR,11776.17,0.0,11776.17
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,180,S,640003,,40,,,20173.61,EUR,20173.61,0.0,20173.61
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,181,S,640003,,40,,,2176.53,EUR,2176.53,0.0,2176.53
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,182,S,640003,,40,,,3244.51,EUR,3244.51,0.0,3244.51
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,183,S,640003,,40,,,1583.34,EUR,1583.34,0.0,1583.34
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,184,S,640003,,40,,,2924.33,EUR,2924.33,0.0,2924.33
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,185,S,640003,,40,,,51048.99,EUR,51048.99,0.0,51048.99
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,186,S,640003,,40,,,541.67,EUR,541.67,0.0,541.67
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,187,S,640003,,40,,,606.92,EUR,606.92,0.0,606.92
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,188,S,640003,,40,,,1107.14,EUR,1107.14,0.0,1107.14
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,189,S,640003,,40,,,926.79,EUR,926.79,0.0,926.79
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,190,S,640003,,40,,,1666.67,EUR,1666.67,0.0,1666.67
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,191,S,640003,,40,,,268.84,EUR,268.84,0.0,268.84
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,192,S,640010,,40,,,26.43,EUR,26.43,0.0,26.43
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,193,S,640010,,40,,,13.22,EUR,13.22,0.0,13.22
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,194,S,640010,,40,,,29.08,EUR,29.08,0.0,29.08
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,195,S,640010,,40,,,22.03,EUR,22.03,0.0,22.03
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,196,S,640003,,40,,,392.86,EUR,392.86,0.0,392.86
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,197,S,640003,,40,,,814.76,EUR,814.76,0.0,814.76
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,198,S,640003,,40,,,533.33,EUR,533.33,0.0,533.33
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,199,S,640003,,40,,,401.19,EUR,401.19,0.0,401.19
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,200,S,640003,,40,,,6622.29,EUR,6622.29,0.0,6622.29
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,201,S,640003,,40,,,595.24,EUR,595.24,0.0,595.24
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,CPUdte,,,Reference No.,,,,,0.0,EUR,0.0,0.0,0.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Account Name..............,LIt,A,G/L,BA,PK,,VA,0.0,Curr,0.0,0.0,0.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,202,S,640003,,40,,,949.41,EUR,949.41,0.0,949.41
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,203,S,640003,,40,,,2172.65,EUR,2172.65,0.0,2172.65
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Provisión Paga Extra,204,S,640003,,40,,,2042.55,EUR,2042.55,0.0,2042.55
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,205,S,640010,,40,,,26.43,EUR,26.43,0.0,26.43
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,206,S,640010,,40,,,21.14,EUR,21.14,0.0,21.14
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,207,S,640010,,40,,,631.29,EUR,631.29,0.0,631.29
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,208,S,640010,,40,,,15.86,EUR,15.86,0.0,15.86
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,209,S,640010,,40,,,23.13,EUR,23.13,0.0,23.13
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,210,S,640010,,40,,,21.14,EUR,21.14,0.0,21.14
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,211,S,640010,,40,,,21.14,EUR,21.14,0.0,21.14
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,212,S,640010,,40,,,26.43,EUR,26.43,0.0,26.43
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,213,S,640010,,40,,,26.43,EUR,26.43,0.0,26.43
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,214,S,640010,,40,,,21.14,EUR,21.14,0.0,21.14
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,215,S,640010,,40,,,146.29,EUR,146.29,0.0,146.29
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,216,S,640010,,40,,,92.52,EUR,92.52,0.0,92.52
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,217,S,640010,,40,,,3442.67,EUR,3442.67,0.0,3442.67
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,218,S,640010,,40,,,9983.22,EUR,9983.22,0.0,9983.22
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,219,S,640010,,40,,,293.36,EUR,293.36,0.0,293.36
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,220,S,640010,,40,,,4550.74,EUR,4550.74,0.0,4550.74
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,221,S,640010,,40,,,998.62,EUR,998.62,0.0,998.62
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,222,S,640010,,40,,,499.3,EUR,499.3,0.0,499.3
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,223,S,640010,,40,,,812.23,EUR,812.23,0.0,812.23
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,224,S,640010,,40,,,52.86,EUR,52.86,0.0,52.86
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,225,S,640010,,40,,,4851.65,EUR,4851.65,0.0,4851.65
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,226,S,640010,,40,,,52947.86,EUR,52947.86,0.0,52947.86
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,227,S,640010,,40,,,15.86,EUR,15.86,0.0,15.86
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,228,S,640010,,40,,,237.12,EUR,237.12,0.0,237.12
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,229,S,640010,,40,,,66.09,EUR,66.09,0.0,66.09
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,230,S,640010,,40,,,39.66,EUR,39.66,0.0,39.66
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,231,S,640010,,40,,,13.22,EUR,13.22,0.0,13.22
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,232,S,640010,,40,,,116.33,EUR,116.33,0.0,116.33
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,233,S,640010,,40,,,13.22,EUR,13.22,0.0,13.22
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,234,S,640010,,40,,,13.22,EUR,13.22,0.0,13.22
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,235,S,640010,,40,,,22.03,EUR,22.03,0.0,22.03
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,236,S,640010,,40,,,13.22,EUR,13.22,0.0,13.22
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,237,S,640010,,40,,,50.68,EUR,50.68,0.0,50.68
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,238,S,640010,,40,,,1138.61,EUR,1138.61,0.0,1138.61
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,239,S,640010,,40,,,3377.44,EUR,3377.44,0.0,3377.44
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y Salarios.,240,S,640010,,40,,,13.22,EUR,13.22,0.0,13.22
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,241,S,642000,,40,,,1434.06,EUR,1434.06,0.0,1434.06
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,242,S,642000,,40,,,812.64,EUR,812.64,0.0,812.64
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,243,S,642000,,40,,,2868.12,EUR,2868.12,0.0,2868.12
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,244,S,642000,,40,,,1133.55,EUR,1133.55,0.0,1133.55
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,245,S,642000,,40,,,1434.05,EUR,1434.05,0.0,1434.05
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,246,S,642000,,40,,,1434.06,EUR,1434.06,0.0,1434.06
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,247,S,642000,,40,,,1434.06,EUR,1434.06,0.0,1434.06
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,248,S,642000,,40,,,3837.1,EUR,3837.1,0.0,3837.1
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,249,S,642000,,40,,,1432.16,EUR,1432.16,0.0,1432.16
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,250,S,642000,,40,,,1415.77,EUR,1415.77,0.0,1415.77
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,251,S,642000,,40,,,1434.06,EUR,1434.06,0.0,1434.06
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,252,S,642000,,40,,,1434.06,EUR,1434.06,0.0,1434.06
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,253,S,642000,,40,,,1140.24,EUR,1140.24,0.0,1140.24
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,254,S,642000,,40,,,1088.61,EUR,1088.61,0.0,1088.61
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,255,S,642000,,40,,,1434.06,EUR,1434.06,0.0,1434.06
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,256,S,642000,,40,,,1393.85,EUR,1393.85,0.0,1393.85
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,CPUdte,,,Reference No.,,,,,0.0,EUR,0.0,0.0,0.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Account Name..............,LIt,A,G/L,BA,PK,,VA,0.0,Curr,0.0,0.0,0.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,257,S,642000,,40,,,1434.06,EUR,1434.06,0.0,1434.06
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,258,S,642000,,40,,,11461.47,EUR,11461.47,0.0,11461.47
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,259,S,642000,,40,,,7055.53,EUR,7055.53,0.0,7055.53
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,260,S,642000,,40,,,73832.73,EUR,73832.73,0.0,73832.73
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,261,S,642000,,40,,,99365.57,EUR,99365.57,0.0,99365.57
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,262,S,642000,,40,,,14365.99,EUR,14365.99,0.0,14365.99
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,263,S,642000,,40,,,25850.84,EUR,25850.84,0.0,25850.84
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,264,S,642000,,40,,,35052.85,EUR,35052.85,0.0,35052.85
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,265,S,642000,,40,,,4287.55,EUR,4287.55,0.0,4287.55
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,266,S,642000,,40,,,7401.67,EUR,7401.67,0.0,7401.67
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,267,S,642000,,40,,,3440.8,EUR,3440.8,0.0,3440.8
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,268,S,642000,,40,,,7124.88,EUR,7124.88,0.0,7124.88
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,269,S,642000,,40,,,122423.81,EUR,122423.81,0.0,122423.81
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguridad Social a c,270,S,642000,,40,,,1282.21,EUR,1282.21,0.0,1282.21
